task_type,complexity,assignee_level,tech_stack,task_priority,story_points,team_size,num_dependencies,estimated_hours,sprint_day,created_hour,remote_work,meetings_today,blocker_flag,avg_experience,juniors,mediors,seniors,tech_leads,predicted_duration_days
Design Review,High,Senior,Python,Low,1,1,3,2,5,12,False,3,False,5.7,0,0,1,0,1.12
Refactoring,Low,Tech Lead,Other,Low,6,1,2,12,3,14,True,2,False,1.9,1,0,0,0,2.61
Design Review,High,Mid,JavaScript,Medium,8,3,2,16,3,10,False,2,False,3.41,0,2,1,0,3.84
Feature Dev,High,Senior,Go,Low,3,3,3,6,5,18,True,2,True,3.47,1,1,1,0,2.28
Bug Fix,High,Mid,Python,Medium,4,5,2,8,7,12,False,0,True,3.04,3,1,0,1,1.99
Bug Fix,High,Junior,Python,High,11,2,1,22,10,15,False,0,False,2.53,1,1,0,0,5.17
Client Meeting,Low,Mid,Other,Critical,4,4,2,8,5,9,False,2,False,3.77,1,2,0,1,1.85
Deployment,Low,Tech Lead,JavaScript,Medium,5,2,1,10,1,18,True,3,True,1.24,2,0,0,0,2.61
Refactoring,High,Senior,Other,Medium,12,4,0,24,10,13,False,0,False,4.66,0,2,2,0,4.84
Design Review,High,Junior,Go,Medium,6,3,3,12,1,12,True,2,False,3.49,2,0,0,1,3.31
Code Review,Medium,Tech Lead,JavaScript,High,5,5,2,10,7,12,False,1,False,2.92,3,1,1,0,2.29
Testing,High,Junior,C++,Medium,7,4,1,14,6,10,True,0,False,2.21,3,1,0,0,3.47
Refactoring,Low,Mid,JavaScript,Critical,1,4,3,2,8,16,False,3,False,2.12,3,1,0,0,1.05
Code Review,Low,Junior,JavaScript,Low,10,3,0,20,3,18,False,2,False,2.64,1,2,0,0,3.68
Testing,Low,Mid,JavaScript,High,12,3,0,24,1,18,False,1,False,3.84,0,2,1,0,3.98
Testing,Low,Mid,Go,Medium,6,5,3,12,6,13,False,1,False,4.57,1,1,1,2,2.26
Documentation,Low,Senior,Python,Low,5,3,0,10,8,18,False,3,True,4.02,1,1,0,1,2.13
Deployment,Medium,Tech Lead,JavaScript,Critical,13,3,0,26,8,10,False,1,True,1.9,3,0,0,0,5.72
Feature Dev,High,Senior,Other,Medium,4,4,3,8,8,16,False,3,False,1.6,3,1,0,0,2.77
Deployment,Low,Tech Lead,Go,Low,2,2,2,4,1,14,True,3,False,3.05,1,0,1,0,1.4
Client Meeting,High,Senior,Go,Critical,9,5,0,18,6,9,False,0,False,2.03,3,2,0,0,4.01
Testing,Low,Tech Lead,Python,High,3,1,2,6,1,13,True,0,False,1.66,1,0,0,0,1.29
Refactoring,Medium,Tech Lead,Other,High,1,4,0,2,2,14,False,1,False,4.53,1,1,2,0,0.5
Code Review,High,Mid,Other,Critical,4,2,0,8,1,17,False,3,True,2.0,1,1,0,0,2.18
Testing,Low,Mid,JavaScript,Medium,1,2,0,2,5,18,True,0,False,4.6,1,0,0,1,0.5
Code Review,Medium,Mid,Other,Low,7,4,3,14,5,13,False,3,True,2.78,2,1,1,0,3.67
Documentation,Low,Mid,Java,Low,7,3,1,14,1,10,False,3,False,3.77,1,1,1,0,2.89
Refactoring,High,Mid,C++,Critical,8,2,1,16,7,9,False,0,True,2.63,1,1,0,0,3.91
Feature Dev,Medium,Junior,C++,Low,7,2,3,14,8,10,False,2,False,3.2,1,0,1,0,3.38
Testing,Low,Tech Lead,Java,Medium,2,5,1,4,8,16,False,1,False,3.01,2,2,1,0,0.9
Code Review,Low,Senior,C++,High,9,1,0,18,3,15,False,2,True,1.98,1,0,0,0,3.71
Design Review,Medium,Tech Lead,C++,Medium,3,4,2,6,8,17,True,3,True,2.81,1,3,0,0,2.12
Client Meeting,Low,Senior,JavaScript,Critical,13,3,0,26,5,15,False,1,False,3.46,2,0,0,1,4.43
Bug Fix,Low,Junior,Python,Medium,4,2,1,8,8,14,False,2,False,4.77,0,1,1,0,1.77
Deployment,High,Senior,JavaScript,Medium,5,2,0,10,6,12,False,3,False,1.05,2,0,0,0,2.48
Refactoring,High,Junior,Other,Medium,3,4,2,6,9,17,False,3,False,1.83,3,1,0,0,2.02
Refactoring,High,Mid,Go,Medium,7,5,1,14,1,15,True,3,True,3.82,0,2,3,0,3.58
Design Review,High,Tech Lead,Other,Medium,4,2,2,8,2,13,False,3,False,2.88,1,0,1,0,2.35
Code Review,Medium,Senior,Java,Medium,11,4,2,22,5,11,False,2,False,4.79,2,0,0,2,4.04
Code Review,High,Senior,Python,Medium,8,5,0,16,8,9,False,0,True,3.5,1,3,1,0,3.85
Testing,Low,Senior,Other,Low,10,2,0,20,3,10,True,3,True,4.32,1,0,0,1,4.08
Bug Fix,High,Junior,Other,High,12,2,0,24,2,15,True,3,False,5.01,0,1,1,0,5.47
Client Meeting,High,Senior,Java,Medium,11,4,2,22,3,10,True,0,False,6.29,1,0,0,3,4.44
Testing,Low,Senior,Go,Medium,3,5,0,6,6,16,False,2,False,2.58,4,0,1,0,1.08
Code Review,High,Senior,Other,Low,13,5,1,26,2,9,True,3,True,3.42,2,2,1,0,6.93
Feature Dev,Medium,Tech Lead,Go,High,9,1,2,18,5,16,False,2,False,4.69,0,0,1,0,3.63
Documentation,Low,Tech Lead,Other,Medium,9,5,1,18,7,18,True,3,False,2.49,4,0,1,0,3.86
Design Review,Medium,Mid,Java,High,3,1,0,6,9,10,True,1,False,3.25,0,1,0,0,1.18
Documentation,Medium,Tech Lead,Other,Critical,8,1,0,16,10,11,False,1,False,3.72,0,1,0,0,3.08
Feature Dev,High,Tech Lead,JavaScript,Low,13,1,1,26,5,13,False,0,False,6.49,0,0,1,0,5.22
Refactoring,High,Mid,Go,High,7,4,3,14,10,9,False,2,True,3.83,2,1,0,1,3.97
Bug Fix,High,Senior,C++,Low,2,3,0,4,4,14,True,0,False,3.85,1,1,0,1,0.77
Bug Fix,Medium,Mid,C++,High,11,2,2,22,10,18,False,2,False,3.49,0,2,0,0,4.55
Design Review,Low,Junior,JavaScript,Low,13,3,2,26,3,17,False,3,False,4.72,0,1,2,0,4.33
Refactoring,High,Mid,Python,High,4,3,1,8,9,18,False,2,False,4.02,1,0,2,0,1.97
Deployment,Medium,Mid,Other,Low,12,2,2,24,3,17,True,1,False,1.99,1,1,0,0,5.34
Code Review,Low,Senior,Java,Low,1,4,2,2,6,13,False,2,False,2.18,3,0,1,0,0.73
Bug Fix,Low,Tech Lead,Python,Low,8,2,3,16,2,13,True,2,False,2.28,1,1,0,0,3.55
Testing,Medium,Junior,Other,Critical,4,5,2,8,8,13,False,3,True,2.02,3,2,0,0,2.52
Testing,Low,Tech Lead,Go,Critical,2,4,2,4,8,14,False,1,False,2.71,2,1,1,0,0.88
Bug Fix,Medium,Mid,Java,High,13,3,3,26,3,9,True,2,True,3.61,0,2,1,0,5.98
Client Meeting,Medium,Mid,Java,High,6,2,3,12,8,17,False,3,True,1.65,2,0,0,0,3.45
Bug Fix,Low,Tech Lead,C++,Medium,10,1,1,20,6,14,True,3,False,1.66,1,0,0,0,4.42
Testing,Low,Tech Lead,JavaScript,Critical,5,1,0,10,3,15,True,1,False,3.16,0,1,0,0,1.9
Bug Fix,Low,Tech Lead,C++,Low,11,4,3,22,1,14,False,1,False,2.75,2,1,1,0,4.18
Code Review,High,Junior,Python,Medium,8,5,0,16,1,13,False,0,False,3.3,2,1,2,0,3.39
Feature Dev,Medium,Mid,Java,Low,9,4,0,18,9,18,True,0,False,4.55,1,1,0,2,3.09
Client Meeting,Medium,Senior,C++,Critical,8,4,2,16,3,11,False,1,False,3.0,2,1,1,0,3.38
Refactoring,Medium,Junior,Other,Critical,11,1,2,22,8,12,True,2,False,1.34,1,0,0,0,5.16
Client Meeting,Medium,Senior,Java,Medium,11,4,0,22,7,17,True,3,False,2.98,3,0,1,0,4.57
Documentation,Low,Junior,Other,Medium,13,3,1,26,1,12,False,3,True,4.13,0,2,0,1,4.77
Documentation,Medium,Senior,JavaScript,Low,13,2,0,26,5,9,False,2,False,2.75,1,1,0,0,5.1
Refactoring,High,Mid,C++,Critical,13,1,2,26,10,17,False,0,False,6.83,0,0,0,1,5.24
Testing,High,Mid,Python,High,6,2,2,12,9,12,False,2,False,2.9,1,0,1,0,3.24
Code Review,Medium,Mid,Other,High,3,5,0,6,8,13,False,1,False,3.11,3,1,0,1,1.3
Feature Dev,Medium,Mid,Go,Critical,2,5,0,4,8,16,False,3,False,3.82,1,2,2,0,0.86
Bug Fix,Low,Senior,C++,High,9,5,3,18,3,18,False,3,False,3.76,1,2,1,1,3.52
Documentation,High,Junior,JavaScript,Medium,7,5,2,14,9,17,False,2,False,3.51,3,0,1,1,3.31
Feature Dev,High,Mid,Go,Low,6,4,0,12,9,12,True,0,False,2.17,2,2,0,0,2.94
Client Meeting,Low,Mid,C++,High,12,1,3,24,2,11,False,1,False,7.4,0,0,0,1,4.04
Deployment,High,Senior,Go,Critical,11,5,2,22,6,18,True,1,False,3.15,2,2,1,0,5.23
Testing,High,Junior,Python,Low,6,3,2,12,2,18,False,2,False,2.92,1,1,1,0,3.05
Code Review,Low,Tech Lead,Java,Low,8,3,2,16,10,9,False,1,True,2.3,1,2,0,0,3.44
Deployment,Medium,Junior,Python,High,5,5,0,10,5,18,False,3,False,4.36,1,2,0,2,1.99
Feature Dev,Low,Tech Lead,Java,High,3,3,3,6,7,17,False,2,False,4.2,0,2,1,0,1.46
Deployment,Medium,Senior,Python,Critical,2,2,3,4,1,10,False,3,False,5.11,0,1,0,1,1.23
Code Review,Medium,Mid,C++,Critical,7,1,1,14,5,9,False,2,False,5.82,0,0,1,0,2.86
Refactoring,Medium,Senior,JavaScript,Critical,9,4,3,18,10,12,False,0,False,3.25,1,2,0,1,3.53
Testing,Medium,Senior,Java,Critical,10,5,0,20,6,10,True,1,False,4.04,1,2,1,1,3.54
Refactoring,Low,Senior,C++,Critical,7,5,0,14,2,13,False,2,False,3.83,2,1,1,1,2.28
Deployment,Low,Mid,Other,Low,3,2,0,6,8,9,False,3,False,4.04,1,0,0,1,1.34
Deployment,Medium,Junior,Python,Medium,9,3,1,18,7,12,False,1,False,3.13,2,0,1,0,3.52
Code Review,Low,Mid,Java,High,11,2,1,22,8,18,False,0,True,3.52,1,0,1,0,4.19
Testing,Low,Junior,Go,High,4,4,2,8,6,16,False,1,False,3.36,2,1,1,0,1.61
Code Review,High,Tech Lead,Go,High,13,2,0,26,4,15,False,0,False,1.49,2,0,0,0,6.11
Feature Dev,High,Senior,Go,High,3,1,3,6,7,18,True,0,True,1.66,1,0,0,0,2.29
Documentation,Medium,Junior,C++,Critical,1,2,2,2,10,13,False,0,False,3.61,1,0,1,0,0.72
Documentation,Medium,Junior,Java,Critical,6,1,1,12,9,13,False,0,False,3.42,0,1,0,0,2.3
Client Meeting,High,Junior,Python,Low,9,4,0,18,9,18,False,0,False,2.61,2,1,1,0,3.97
Documentation,Low,Junior,C++,Critical,6,4,0,12,3,10,False,1,True,2.54,2,1,1,0,2.33
Design Review,Low,Mid,Go,High,6,2,1,12,3,9,True,0,False,5.16,0,1,0,1,2.1
Code Review,High,Tech Lead,C++,Critical,10,4,2,20,10,12,True,2,False,3.18,2,0,2,0,4.75
Code Review,Low,Mid,JavaScript,High,9,1,0,18,9,9,False,3,False,5.59,0,0,1,0,3.09
Feature Dev,Low,Senior,Python,Low,6,1,1,12,1,14,True,2,True,1.44,1,0,0,0,2.88
Documentation,Low,Mid,Python,High,5,3,1,10,3,13,True,2,False,4.22,0,2,1,0,1.93
Bug Fix,Medium,Junior,C++,High,6,1,2,12,8,10,True,0,False,3.62,0,1,0,0,2.77
Design Review,High,Junior,C++,Critical,4,5,2,8,10,14,False,1,False,3.51,1,4,0,0,1.94
Refactoring,Low,Senior,C++,Medium,3,5,2,6,1,13,False,0,False,4.64,1,1,2,1,1.09
Design Review,Medium,Tech Lead,Java,Critical,12,5,0,24,4,11,False,1,False,1.64,4,1,0,0,4.88
Refactoring,Medium,Mid,C++,High,11,4,2,22,4,10,False,3,False,3.03,2,1,1,0,4.57
Testing,Medium,Mid,Python,Low,9,4,0,18,2,10,True,3,True,2.84,1,2,1,0,4.29
Feature Dev,Medium,Tech Lead,C++,Low,11,5,3,22,8,9,False,0,False,2.17,4,1,0,0,4.61
Code Review,High,Junior,Go,High,5,3,2,10,3,9,True,1,False,5.1,1,0,0,2,2.48
Refactoring,Medium,Mid,Other,Low,7,1,1,14,3,10,False,0,True,1.36,1,0,0,0,3.36
Bug Fix,Medium,Tech Lead,Go,Medium,13,5,3,26,7,17,False,3,False,3.11,2,2,1,0,5.5
Refactoring,High,Senior,JavaScript,Critical,1,4,3,2,9,9,True,2,False,2.61,2,1,1,0,1.13
Code Review,Medium,Tech Lead,Other,High,10,2,0,20,2,16,False,3,False,4.38,1,0,0,1,3.83
Feature Dev,High,Senior,JavaScript,Critical,12,4,3,24,2,15,False,2,False,4.55,1,1,1,1,5.12
Code Review,Medium,Tech Lead,JavaScript,High,10,1,0,20,7,18,True,0,False,1.0,1,0,0,0,4.09
Testing,High,Senior,Java,High,4,5,1,8,5,12,False,3,True,3.18,2,2,1,0,2.47
Code Review,High,Senior,Python,Critical,3,2,0,6,6,12,True,0,False,3.79,1,0,1,0,1.47
Refactoring,Medium,Mid,Other,Low,10,2,2,20,5,10,False,1,False,3.42,1,0,1,0,4.05
Design Review,High,Senior,JavaScript,High,7,2,3,14,1,18,True,3,False,4.83,0,1,0,1,3.76
Code Review,Medium,Mid,Python,Low,3,2,0,6,2,17,False,3,False,2.11,1,1,0,0,1.61
Documentation,High,Mid,Python,Critical,3,1,0,6,9,11,False,0,False,1.51,1,0,0,0,1.29
Feature Dev,High,Tech Lead,Other,High,11,1,0,22,8,9,False,1,False,3.24,0,1,0,0,4.93
Documentation,High,Mid,Python,Medium,11,4,2,22,1,11,True,0,False,3.3,2,1,0,1,4.92
Design Review,High,Tech Lead,Python,High,8,2,3,16,3,12,True,2,True,4.01,0,1,1,0,4.66
Deployment,High,Junior,JavaScript,Critical,13,4,3,26,2,10,False,3,True,5.02,0,2,1,1,6.01
Testing,High,Senior,Go,High,3,5,1,6,8,18,False,2,False,2.51,3,2,0,0,1.77
Feature Dev,High,Junior,JavaScript,Low,13,1,1,26,4,10,False,2,False,7.11,0,0,0,1,5.42
Code Review,High,Mid,Python,Low,8,5,0,16,5,10,False,1,False,1.81,5,0,0,0,3.79
Feature Dev,Low,Tech Lead,Python,Medium,3,1,3,6,9,11,False,1,False,1.39,1,0,0,0,1.67
Documentation,Low,Junior,Other,High,12,5,0,24,5,11,True,2,False,3.17,3,1,0,1,4.21
Client Meeting,Low,Senior,JavaScript,Medium,4,3,3,8,5,12,False,2,True,2.44,2,1,0,0,2.27
Testing,High,Senior,Java,Low,4,2,0,8,8,18,False,3,True,1.83,2,0,0,0,2.5
Testing,Low,Junior,Java,Low,13,2,3,26,2,13,False,1,False,3.92,1,0,1,0,4.92
Design Review,High,Junior,JavaScript,High,4,2,0,8,1,10,False,1,False,3.31,1,0,1,0,1.89
Documentation,Medium,Junior,JavaScript,High,5,2,3,10,5,17,True,2,True,1.9,2,0,0,0,3.24
Testing,Medium,Mid,Python,Critical,10,3,0,20,1,13,True,3,False,2.29,2,1,0,0,4.31
Bug Fix,Low,Senior,C++,Low,2,4,0,4,9,13,True,0,True,3.99,1,2,1,0,0.83
Documentation,High,Senior,Python,Critical,5,3,1,10,9,12,True,1,False,3.66,1,1,1,0,2.32
Client Meeting,Low,Senior,JavaScript,Medium,6,5,2,12,5,9,True,3,True,3.17,1,3,1,0,3.14
Documentation,High,Tech Lead,Python,Medium,10,2,2,20,10,10,True,2,False,1.16,2,0,0,0,5.49
Client Meeting,Low,Senior,JavaScript,Low,11,4,3,22,2,18,True,3,False,1.67,4,0,0,0,4.91
Code Review,Medium,Tech Lead,Go,Low,2,2,3,4,10,12,True,1,False,4.35,1,0,0,1,1.08
Documentation,Low,Senior,Java,High,13,2,0,26,6,18,False,0,False,3.16,1,0,1,0,4.39
Client Meeting,Low,Tech Lead,JavaScript,Critical,3,5,3,6,1,12,True,3,False,2.24,3,2,0,0,1.83
Feature Dev,Medium,Tech Lead,Other,Critical,13,2,0,26,3,15,False,3,False,7.61,0,0,0,2,4.5
Bug Fix,Medium,Senior,C++,High,7,1,3,14,7,9,True,2,False,1.83,1,0,0,0,3.79
Testing,Low,Tech Lead,Python,Medium,1,1,1,2,9,15,False,3,False,3.21,0,1,0,0,0.91
Bug Fix,Medium,Junior,C++,High,4,3,1,8,9,11,False,1,False,3.01,2,0,1,0,1.65
Feature Dev,Low,Mid,Go,Low,6,1,0,12,3,15,True,0,False,1.4,1,0,0,0,2.39
Bug Fix,Medium,Junior,Java,Critical,2,4,2,4,1,14,False,0,False,2.09,3,1,0,0,1.25
Documentation,Low,Senior,Go,Critical,5,2,3,10,3,11,True,2,False,4.46,1,0,0,1,2.31
Client Meeting,High,Tech Lead,Go,Medium,4,4,1,8,9,9,False,1,False,2.12,3,1,0,0,2.14
Testing,Low,Mid,Java,High,2,1,3,4,9,17,False,3,False,3.44,0,1,0,0,1.36
Refactoring,Medium,Junior,Go,High,5,2,0,10,10,15,False,1,True,4.79,0,1,0,1,1.87
Client Meeting,High,Senior,Go,Medium,13,2,3,26,8,14,False,0,False,3.09,1,0,1,0,6.13
Deployment,High,Mid,Java,Critical,11,4,2,22,1,17,True,2,False,2.96,2,1,1,0,5.46
Deployment,High,Junior,Other,Critical,2,3,2,4,6,16,False,3,False,3.79,1,1,0,1,1.2
Design Review,Low,Mid,Java,High,12,3,1,24,7,12,True,2,True,4.84,1,0,1,1,4.47
Design Review,Medium,Mid,C++,Low,13,1,0,26,5,18,False,1,True,4.61,0,0,1,0,5.29
Refactoring,High,Tech Lead,Java,Critical,12,5,0,24,3,11,False,1,True,4.38,1,2,2,0,5.38
Code Review,Medium,Senior,Python,Medium,1,2,0,2,4,10,False,0,False,2.72,1,1,0,0,0.5
Client Meeting,Low,Tech Lead,Java,Low,11,5,2,22,4,12,False,3,False,3.26,3,1,0,1,3.96
Feature Dev,Medium,Mid,Other,Critical,9,5,2,18,5,16,True,3,False,5.05,0,2,2,1,3.64
Refactoring,Medium,Tech Lead,Java,Medium,4,2,0,8,1,17,False,2,False,1.94,2,0,0,0,1.93
Design Review,High,Mid,Other,Low,12,4,1,24,5,17,True,2,False,3.53,1,2,1,0,5.52
Deployment,High,Tech Lead,Python,Medium,5,3,3,10,2,18,False,0,True,3.19,1,2,0,0,2.74
Documentation,Low,Tech Lead,Java,Critical,3,5,0,6,3,17,False,1,False,4.57,1,2,1,1,1.13
Code Review,Medium,Tech Lead,Other,Low,2,5,2,4,8,13,False,1,False,2.36,3,1,1,0,1.18
Bug Fix,High,Senior,Other,Critical,6,5,0,12,9,15,True,0,False,3.9,1,2,1,1,2.49
Testing,High,Tech Lead,JavaScript,Medium,1,4,1,2,6,11,True,3,False,3.23,2,1,1,0,0.93
Bug Fix,Low,Junior,C++,Low,6,4,2,12,3,18,True,0,False,2.99,1,2,1,0,2.21
Documentation,Medium,Tech Lead,Go,Critical,13,4,1,26,9,17,False,0,False,2.71,2,1,1,0,5.11
Code Review,Medium,Junior,C++,High,13,2,0,26,7,10,True,1,False,3.65,1,0,1,0,5.26
Feature Dev,Medium,Junior,Go,High,7,5,1,14,3,11,False,2,False,2.99,3,0,2,0,2.81
Design Review,Low,Junior,Other,Critical,5,5,1,10,5,15,False,2,False,3.66,2,1,1,1,1.71
Code Review,High,Junior,C++,Medium,10,4,1,20,1,13,False,1,False,4.21,1,1,2,0,4.25
Client Meeting,Low,Senior,Other,Critical,5,5,2,10,6,13,False,1,False,2.75,4,0,0,1,2.16
Client Meeting,Low,Senior,Python,High,11,4,2,22,9,12,True,2,False,3.02,2,1,1,0,4.21
Design Review,Low,Tech Lead,Other,Critical,11,3,3,22,5,15,True,0,True,3.52,1,1,1,0,4.74
Refactoring,Low,Junior,Python,High,12,5,0,24,4,14,False,0,True,2.31,3,2,0,0,4.6
Design Review,Low,Junior,JavaScript,Medium,5,3,2,10,6,14,True,1,True,2.91,2,0,1,0,2.25
Bug Fix,Low,Mid,Go,High,9,2,2,18,6,16,False,1,False,6.52,0,0,1,1,2.92
Testing,Low,Mid,Java,High,3,4,2,6,2,10,True,1,True,3.66,1,1,2,0,1.42
Documentation,High,Senior,Java,High,1,4,2,2,9,13,False,2,True,3.5,1,2,1,0,1.11
Feature Dev,Low,Tech Lead,C++,Medium,13,4,2,26,3,11,True,3,False,4.36,1,1,2,0,4.8
Refactoring,Medium,Tech Lead,Java,Critical,1,5,2,2,5,9,True,1,False,3.3,1,4,0,0,0.68
Feature Dev,Low,Junior,Other,Low,13,3,1,26,8,17,True,1,False,3.37,2,0,0,1,4.49
Deployment,Medium,Mid,C++,Low,5,3,3,10,4,13,False,0,True,3.37,2,0,0,1,2.55
Client Meeting,Low,Tech Lead,Go,High,8,3,0,16,2,16,True,2,False,4.63,1,0,1,1,2.64
Deployment,Low,Junior,Other,Critical,12,5,0,24,3,13,True,2,False,2.74,3,1,0,1,4.39
Testing,High,Mid,Other,High,9,3,1,18,4,18,False,2,False,1.57,2,1,0,0,4.52
Feature Dev,High,Mid,C++,High,9,5,2,18,4,18,True,3,False,2.66,3,2,0,0,4.81
Testing,Low,Mid,Other,High,3,1,3,6,2,18,False,0,False,3.53,0,1,0,0,1.45
Design Review,High,Junior,C++,Critical,3,5,0,6,10,9,False,2,False,2.94,2,2,1,0,1.56
Design Review,High,Mid,Other,Medium,4,2,1,8,4,12,True,0,False,2.67,1,1,0,0,2.18
Testing,High,Senior,JavaScript,High,9,5,0,18,2,14,False,0,True,1.25,5,0,0,0,4.59
Design Review,Medium,Mid,Other,High,7,5,0,14,4,13,True,0,False,3.84,2,1,1,1,2.66
Bug Fix,High,Junior,Python,Critical,1,5,1,2,3,15,False,3,False,3.94,1,2,2,0,0.8
Code Review,Medium,Senior,Python,High,4,4,2,8,7,14,True,3,False,4.0,0,3,1,0,2.25
Code Review,Medium,Tech Lead,C++,Low,13,2,3,26,10,14,False,3,False,2.34,1,1,0,0,6.01
Documentation,Low,Junior,C++,Critical,5,3,0,10,3,12,True,0,True,3.37,1,1,1,0,1.73
Client Meeting,High,Mid,Java,Critical,9,1,0,18,5,17,True,3,False,1.47,1,0,0,0,4.5
Feature Dev,Medium,Senior,Go,Low,6,2,0,12,3,9,False,3,False,6.27,0,0,1,1,2.05
Code Review,Low,Senior,JavaScript,Medium,8,1,2,16,3,11,True,1,False,6.07,0,0,1,0,3.02
Refactoring,Medium,Mid,Other,Low,11,3,2,22,4,16,False,1,False,4.08,1,1,0,1,4.24
Documentation,Medium,Senior,JavaScript,Low,10,3,1,20,9,12,False,0,False,4.06,1,1,0,1,3.53
Refactoring,High,Tech Lead,C++,Medium,11,1,2,22,6,13,False,2,False,7.87,0,0,0,1,4.57
Design Review,Low,Tech Lead,C++,Critical,2,4,1,4,1,15,False,1,False,2.32,2,2,0,0,0.87
Design Review,Low,Tech Lead,Other,High,2,2,0,4,7,12,True,2,False,2.63,1,1,0,0,1.08
Feature Dev,Low,Senior,Other,Low,5,2,0,10,2,17,False,3,True,2.7,0,2,0,0,2.41
Client Meeting,High,Senior,Python,High,13,5,1,26,5,18,True,3,False,2.14,4,0,1,0,6.45
Documentation,Medium,Tech Lead,Go,Low,7,3,3,14,2,17,True,3,False,5.22,0,1,2,0,3.07
Deployment,Medium,Senior,Go,Low,8,4,2,16,5,10,True,2,False,3.02,2,1,1,0,3.54
Documentation,Low,Senior,Python,Critical,8,1,0,16,9,9,False,1,False,4.9,0,0,1,0,2.55
Bug Fix,Low,Senior,Other,Low,12,1,1,24,8,12,False,0,False,6.05,0,0,1,0,3.91
Deployment,Low,Tech Lead,Java,High,7,1,0,14,4,10,False,1,False,1.26,1,0,0,0,2.49
Client Meeting,Low,Tech Lead,Java,Medium,8,3,1,16,4,16,True,0,False,2.31,2,1,0,0,3.09
Refactoring,Medium,Tech Lead,Python,Critical,2,2,3,4,10,9,True,3,True,2.19,1,1,0,0,1.87
Documentation,Low,Junior,Python,Critical,3,3,1,6,4,18,False,3,False,2.11,2,1,0,0,1.5
Documentation,Medium,Tech Lead,Python,Medium,5,2,0,10,9,12,True,1,False,3.46,1,0,1,0,2.1
Feature Dev,Low,Junior,C++,Medium,9,4,1,18,9,9,False,1,False,3.86,0,2,2,0,3.08
Design Review,Medium,Senior,JavaScript,Low,11,1,1,22,10,13,False,0,False,3.39,0,1,0,0,4.49
Bug Fix,Low,Senior,JavaScript,High,1,5,0,2,10,13,True,3,False,3.97,1,2,1,1,0.71
Client Meeting,High,Junior,JavaScript,Low,2,1,0,4,10,13,False,1,True,1.69,1,0,0,0,0.99
Deployment,Medium,Mid,Python,Medium,3,1,2,6,5,12,True,0,False,1.1,1,0,0,0,1.69
Deployment,High,Mid,Other,Low,13,1,0,26,1,12,True,0,False,1.33,1,0,0,0,6.15
Refactoring,Medium,Senior,C++,High,10,2,3,20,5,18,False,2,False,4.18,1,0,0,1,4.09
Deployment,Medium,Senior,C++,Low,7,4,0,14,4,16,False,1,False,2.46,2,2,0,0,3.02
Design Review,Low,Senior,Python,High,2,2,3,4,1,16,True,0,False,1.61,2,0,0,0,1.43
Deployment,Low,Tech Lead,Python,Critical,6,4,2,12,3,16,True,0,False,2.25,3,1,0,0,2.38
Testing,Medium,Senior,Go,Low,10,3,2,20,8,18,True,3,False,1.04,3,0,0,0,4.9
Bug Fix,High,Mid,C++,Low,11,3,2,22,3,10,True,2,False,3.18,1,1,1,0,5.29
Feature Dev,High,Senior,Java,High,6,2,1,12,3,18,True,0,False,2.45,1,1,0,0,2.81
Design Review,High,Senior,Go,Critical,4,3,2,8,3,16,True,0,False,5.14,0,1,2,0,1.88
Code Review,Medium,Mid,C++,Medium,5,3,0,10,6,17,True,1,True,2.97,1,2,0,0,2.38
Bug Fix,Medium,Senior,Other,Low,6,5,2,12,1,16,True,0,False,3.55,1,3,0,1,2.56
Feature Dev,High,Senior,Java,High,10,4,0,20,5,16,True,0,False,4.69,1,1,1,1,4.18
Client Meeting,High,Senior,Python,Low,9,4,2,18,7,14,False,3,True,3.04,2,1,1,0,5.0
Client Meeting,Low,Junior,C++,Medium,3,2,3,6,10,16,True,1,False,3.6,1,0,1,0,1.5
Code Review,High,Junior,Go,Critical,6,2,1,12,5,14,False,3,False,1.05,2,0,0,0,3.11
Client Meeting,High,Senior,Go,Medium,13,4,3,26,10,17,False,3,True,2.42,3,0,1,0,6.9
Bug Fix,Medium,Junior,JavaScript,High,5,3,1,10,8,17,False,0,True,2.2,2,1,0,0,2.47
Client Meeting,High,Mid,C++,Medium,7,5,1,14,9,10,False,3,False,3.07,2,3,0,0,3.34
Testing,Low,Tech Lead,C++,Critical,8,2,1,16,9,10,True,3,False,4.06,0,1,1,0,3.17
Bug Fix,Medium,Senior,C++,High,6,3,1,12,3,12,True,3,False,3.22,1,1,1,0,2.72
Refactoring,High,Junior,Other,Medium,4,3,3,8,9,9,True,1,True,5.28,1,0,1,1,2.29
Design Review,Medium,Junior,Java,Critical,7,1,0,14,9,18,False,3,False,6.04,0,0,1,0,2.78
Documentation,Medium,Junior,Other,Low,11,1,2,22,8,9,False,2,False,1.78,1,0,0,0,4.8
Client Meeting,High,Junior,Other,Medium,4,1,3,8,9,9,False,0,False,7.23,0,0,0,1,2.15
Refactoring,Low,Senior,JavaScript,Critical,10,1,3,20,5,10,False,3,False,3.82,0,1,0,0,4.2
Client Meeting,High,Tech Lead,Java,Medium,4,5,2,8,7,12,True,3,False,2.98,2,2,1,0,2.19
Deployment,High,Mid,Java,Critical,7,2,3,14,4,15,True,2,False,2.74,0,2,0,0,3.74
Design Review,Low,Tech Lead,Go,Low,4,3,3,8,10,15,False,2,True,3.81,0,2,1,0,2.21
